nbchar;zcode;item type;text;codable;emitter;status;modification date;indent level;lateralite
4;Z11.91;T;Tätowierung der Kornea;oui;;0;;4;Lateral
4;Z11.92;T;Entfernen eines künstlichen Korneaimplantats;oui;;0;;4;Lateral
4;Z11.99;T;Sonstige Operationen an der Kornea, sonstige;oui;;0;;4;Lateral
2;Z12;T;Operation an Iris, Corpus ciliare, Sklera und vorderer Augenkammer;non;;0;;2;
2;Z12;X;Operationen an der Kornea (11.0-11.99);non;;0;;2;
3;Z12.0;T;Entfernen eines intraokulären Fremdkörpers aus der vorderen Augenkammer;non;;0;;3;
4;Z12.00;T;Entfernen eines intraokulären Fremdkörpers aus der vorderen Augenkammer, n.n.bez.;oui;;0;;4;Lateral
4;Z12.01;T;Entfernen eines intraokulären Fremdkörpers aus der vorderen Augenkammer mittels Magnet;oui;;0;;4;Lateral
4;Z12.02;T;Entfernen eines intraokulären Fremdkörpers aus der vorderen Augenkammer ohne Magnet;oui;;0;;4;Lateral
3;Z12.1;T;Iridotomie und einfache Iridektomie;non;;0;;3;
3;Z12.1;X;Iridektomie assoziiert mit Destruktion einer Läsion ohne Exzision (12.41);non;;0;;3;
3;Z12.1;X;Iridektomie assoziiert mit Exzision einer Irisläsion (12.42);non;;0;;3;
3;Z12.1;X;Iridektomie assoziiert mit Kataraktextraktion (13.11-13.69);non;;0;;3;
3;Z12.1;X;Iridektomie assoziiert mit Sklerafistulisierung (12.61-12.69);non;;0;;3;
4;Z12.11;T;Iridotomie mit Transfixation;oui;;0;;4;Lateral
4;Z12.12;T;Sonstige Iridotomie;oui;;0;;4;Lateral
4;Z12.12;B;Diszision der Iris;non;;0;;4;
4;Z12.12;B;Iridotomie, n.n.bez.;non;;0;;4;
4;Z12.12;B;Korektomie;non;;0;;4;
4;Z12.13;T;Exzision einer prolabierten Iris;oui;;0;;4;Lateral
4;Z12.14;T;Sonstige Iridektomie;oui;;0;;4;Lateral
4;Z12.14;B;Iridektomie (basal) (peripher) (total) (mit Laser);non;;0;;4;
3;Z12.2;T;Diagnostische Massnahmen an Iris, Corpus ciliare, Sklera und vorderer Augenkammer;non;;0;;3;
4;Z12.21;T;Diagnostische Aspiration der vorderen Augenkammer;oui;;0;;4;Lateral
4;Z12.22;T;Biopsie der Iris;oui;;0;;4;Lateral
4;Z12.29;T;Sonstige diagnostische Massnahmen an Iris, Corpus ciliare, Sklera und vorderer Augenkammer;non;;0;;4;
5;Z12.29.0;T;Detail der Subkategorie 12.29;non;;0;;5;
6;Z12.29.00;T;Sonstige diagnostische Massnahmen an Iris, Corpus ciliare, Sklera und vorderer Augenkammer, n.n.bez.;oui;;0;;6;Lateral
6;Z12.29.10;T;Biopsie des Corpus ciliare;oui;;0;;6;Lateral
6;Z12.29.20;T;Biopsie der Sklera;oui;;0;;6;Lateral
6;Z12.29.30;T;Biopsie der Augenlinse;oui;;0;;6;Lateral
6;Z12.29.99;T;Sonstige diagnostische Massnahmen an Iris, Corpus ciliare, Sklera und vorderer Augenkammer, sonstige;oui;;0;;6;Lateral
3;Z12.3;T;Iridoplastik und Koreplastik;non;;0;;3;
4;Z12.31;T;Lösung von Goniosynechien;oui;;0;;4;Lateral
4;Z12.31;B;Goniosynechiolyse *;non;;0;;4;
4;Z12.31;B;Lösung von Goniosynechien durch Injektion von Luft oder Flüssigkeit;non;;0;;4;
4;Z12.31;B;Synechiolyse *;non;;0;;4;
4;Z12.32;T;Lösung von anderen vorderen Synechien;oui;;0;;4;Lateral
4;Z12.32;B;Lösung von vorderen Synechien durch Injektion von Luft oder Flüssigkeit;non;;0;;4;
4;Z12.32;B;Lösung von vorderen Synechien, n.n.bez.;non;;0;;4;
4;Z12.33;T;Lösung von hinteren Synechien;oui;;0;;4;Lateral
4;Z12.33;B;Lösung von Irisadhäsionen, n.n.bez.;non;;0;;4;
4;Z12.34;T;Lösung von korneovitrealen Adhäsionen;oui;;0;;4;Lateral
4;Z12.35;T;Koreplastik;oui;;0;;4;Lateral
4;Z12.35;B;Needling der Pupillarmembran;non;;0;;4;
4;Z12.35;B;Operation zur Schaffung einer künstlichen Pupille *;non;;0;;4;
4;Z12.36;T;Implantation und Wechsel einer Irisprothese;oui;;0;;4;Lateral
4;Z12.36;B;Künstliches Irisdiaphragma;non;;0;;4;
4;Z12.39;T;Sonstige Iridoplastik;non;;0;;4;
5;Z12.39.0;T;Detail der Subkategorie 12.39;non;;0;;5;
6;Z12.39.00;T;Sonstige Iridoplastik, n.n.bez.;oui;;0;;6;Lateral
6;Z12.39.10;T;Iridoplastik durch Laser zur Erleichterung der intraokulären Zirkulation;oui;;0;;6;Lateral
6;Z12.39.99;T;Sonstige Iridoplastik, sonstige;oui;;0;;6;Lateral
3;Z12.4;T;Exzision oder Destruktion einer Läsion von Iris und Corpus ciliare;non;;0;;3;
3;Z12.4;S;Destruktionsverfahren (00.99.A-);non;;0;;3;
4;Z12.40;T;Entfernen einer Läsion der vorderen Augenkammer, n.n.bez.;oui;;0;;4;Lateral
4;Z12.41;T;Destruktion einer Irisläsion ohne Exzision;oui;;0;;4;Lateral
4;Z12.41;B;Destruktion einer Irisläsion durch Kauterisation;non;;0;;4;
4;Z12.41;B;Destruktion einer Irisläsion durch Kryotherapie;non;;0;;4;
4;Z12.41;B;Destruktion einer Irisläsion durch Photokoagulation;non;;0;;4;
4;Z12.42;T;Exzision einer Irisläsion;oui;;0;;4;Lateral
4;Z12.42;X;Biopsie der Iris (12.22);non;;0;;4;
4;Z12.43;T;Destruktion einer Läsion des Corpus ciliare, ohne Exzision;oui;;0;;4;Lateral
4;Z12.44;T;Exzision einer Läsion des Corpus ciliare;oui;;0;;4;Lateral
3;Z12.5;T;Erleichterung der intraokulären Zirkulation;non;;0;;3;
4;Z12.51;T;Goniopunktion ohne Goniotomie;oui;;0;;4;Lateral
4;Z12.52;T;Goniotomie ohne Goniopunktion;oui;;0;;4;Lateral
4;Z12.53;T;Goniotomie mit Goniopunktion;oui;;0;;4;Lateral
4;Z12.54;T;Trabekulotomie ab externo;oui;;0;;4;Lateral
4;Z12.55;T;Zyklodialyse;oui;;0;;4;Lateral
4;Z12.59;T;Sonstige Erleichterung der intraokulären Zirkulation;non;;0;;4;
5;Z12.59.0;T;Detail der Subkategorie 12.59;non;;0;;5;
6;Z12.59.00;T;Sonstige Erleichterung der intraokulären Zirkulation, n.n.bez.;oui;;0;;6;Lateral
6;Z12.59.10;T;Erleichterung der intraokulären Zirkulation durch Trabekuloplastik oder Gonioplastik;oui;;0;;6;Lateral
6;Z12.59.11;T;Erleichterung der intraokulären Zirkulation durch Aspiration und Kürettage am Trabekelwerk;oui;;0;;6;Lateral
6;Z12.59.99;T;Sonstige Erleichterung der intraokulären Zirkulation, sonstige;oui;;0;;6;Lateral
3;Z12.6;T;Sklerale Fistulisierung;non;;0;;3;
3;Z12.6;X;Probesklerotomie (12.89);non;;0;;3;
4;Z12.61;T;Trepanation der Sklera mit Iridektomie;non;;0;;4;
5;Z12.61.0;T;Detail der Subkategorie 12.61;non;;0;;5;
6;Z12.61.00;T;Trepanation der Sklera mit Iridektomie, n.n.bez.;oui;;0;;6;Lateral
6;Z12.61.10;T;Gedeckte Trepanation der Sklera mit Iridektomie;oui;;0;;6;Lateral
6;Z12.61.11;T;Nicht gedeckte Trepanation der Sklera mit Iridektomie;oui;;0;;6;Lateral
6;Z12.61.99;T;Trepanation der Sklera mit Iridektomie, sonstige;oui;;0;;6;Lateral
4;Z12.62;T;Thermokauterisation der Sklera mit Iridektomie;oui;;0;;4;Lateral
4;Z12.63;T;Iridenkleisis und Iridotasis;oui;;0;;4;Lateral
4;Z12.64;T;Trabekulektomie ab externo;non;;0;;4;
5;Z12.64.0;T;Detail der Subkategorie 12.64;non;;0;;5;
6;Z12.64.00;T;Trabekulektomie ab externo, n.n.bez.;oui;;0;;6;Lateral
6;Z12.64.10;T;Gedeckte Trabekulektomie ab externo;oui;;0;;6;Lateral
6;Z12.64.11;T;Nicht gedeckte Trabekulektomie ab externo;oui;;0;;6;Lateral
6;Z12.64.99;T;Trabekulektomie ab externo, sonstige;oui;;0;;6;Lateral
4;Z12.65;T;Sonstige Sklerafistulisierung mit Iridektomie;oui;;0;;4;Lateral
4;Z12.65;B;Operation nach Holth *;non;;0;;4;
4;Z12.65;B;Operation nach Lagrange *;non;;0;;4;
4;Z12.66;T;Postoperative Revision einer Sklerafistulisierungs-Massnahme;oui;;0;;4;Lateral
4;Z12.66;B;Revision eines Filterkissens;non;;0;;4;
4;Z12.66;X;Verschluss einer Sklerafistel (12.82);non;;0;;4;
4;Z12.69;T;Sonstige Sklerafistulisierungs-Massnahme;non;;0;;4;
5;Z12.69.0;T;Detail der Subkategorie 12.69;non;;0;;5;
6;Z12.69.00;T;Sonstige Sklerafistulisierungs-Massnahme, n.n.bez.;oui;;0;;6;Lateral
6;Z12.69.10;T;Filtrierende Operationen zur Senkung des Augeninnendrucks;oui;;0;;6;Lateral
6;Z12.69.99;T;Sonstige Sklerafistulisierungs-Massnahme, sonstige;oui;;0;;6;Lateral
3;Z12.7;T;Sonstige Massnahmen zur Senkung eines erhöhten Augendrucks;non;;0;;3;
4;Z12.71;T;Zyklodiathermie;oui;;0;;4;Lateral
4;Z12.72;T;Zyklokryotherapie;oui;;0;;4;Lateral
4;Z12.73;T;Zyklophotokoagulation;oui;;0;;4;Lateral
4;Z12.74;T;Verkleinerung des Corpus ciliare, n.n.bez.;oui;;0;;4;Lateral
4;Z12.79;T;Sonstige Glaukomoperationen;non;;0;;4;
5;Z12.79.0;T;Detail der Subkategorie 12.79;non;;0;;5;
6;Z12.79.00;T;Sonstige Glaukomoperationen, n.n.bez.;oui;;0;;6;Lateral
6;Z12.79.10;T;Viskokanalostomie bei Glaukom;oui;;0;;6;Lateral
6;Z12.79.11;T;Tiefe Sklerektomie bei Glaukom;oui;;0;;6;Lateral
6;Z12.79.20;T;Implantation eines Glaukom-Drainage-Implantats;oui;;0;;6;Lateral
6;Z12.79.20;I;Baerveldt, Ahmed, Molteno;non;;0;;6;
6;Z12.79.99;T;Sonstige Glaukomoperationen, sonstige;oui;;0;;6;Lateral
3;Z12.8;T;Operationen an der Sklera;non;;0;;3;
3;Z12.8;X;Operationen an der Sklera assoziiert mit Fistulisierung der Sklera (12.61-12.69);non;;0;;3;
3;Z12.8;X;Operationen an der Sklera assoziiert mit Fixation der Retina (14.41-14.59);non;;0;;3;
4;Z12.81;T;Naht einer Skleraverletzung;oui;;0;;4;Lateral
4;Z12.81;B;Naht einer Skleraverletzung mit gleichzeitiger Versorgung der Konjunktiva;non;;0;;4;
4;Z12.82;T;Verschluss einer Sklerafistel;oui;;0;;4;Lateral
4;Z12.82;X;Postoperative Revision einer Sklerafistulisierungs-Massnahme (12.66);non;;0;;4;
4;Z12.83;T;Revision einer Operationswunde der vorderen Augenkammer, n.a.klass.;oui;;0;;4;Lateral
4;Z12.83;X;Postoperative Revision einer Sklerafistulisierungs-Massnahme (12.66);non;;0;;4;
4;Z12.84;T;Exzision oder Destruktion einer Skleraläsion;oui;;0;;4;Lateral
4;Z12.84;S;Destruktionsverfahren (00.99.A-);non;;0;;4;
4;Z12.85;T;Versorgung eines skleralen Staphyloms mit Transplantat;oui;;0;;4;Lateral
4;Z12.86;T;Sonstige Versorgung eines skleralen Staphyloms;oui;;0;;4;Lateral
4;Z12.87;T;Skleraverstärkung mit Transplantat;oui;;0;;4;Lateral
4;Z12.88;T;Sonstige Skleraverstärkung;oui;;0;;4;Lateral
4;Z12.89;T;Operationen an der Sklera, sonstige;oui;;0;;4;Lateral
4;Z12.89;B;Probesklerotomie;non;;0;;4;
3;Z12.9;T;Sonstige Operationen an Iris, Corpus ciliare und vorderer Augenkammer;non;;0;;3;
4;Z12.91;T;Therapeutische Evakuation der vorderen Augenkammer;non;;0;;4;
4;Z12.91;X;Diagnostische Aspiration der vorderen Augenkammer (12.21);non;;0;;4;
5;Z12.91.0;T;Detail der Subkategorie 12.91;non;;0;;5;
6;Z12.91.00;T;Therapeutische Evakuation der vorderen Augenkammer, n.n.bez.;oui;;0;;6;Lateral
6;Z12.91.10;T;Vorderkammerspülung, n.n.bez.;oui;;0;;6;Lateral
6;Z12.91.11;T;Vorderkammerspülung mit Entfernung von Silikonöl;oui;;0;;6;Lateral
6;Z12.91.19;T;Vorderkammerspülung, sonstige;oui;;0;;6;Lateral
6;Z12.91.20;T;Parazentese der vorderen Augenkammer;oui;;0;;6;Lateral
6;Z12.91.99;T;Therapeutische Evakuation der vorderen Augenkammer, sonstige;oui;;0;;6;Lateral
4;Z12.92;T;Injektion in die vordere Augenkammer;non;;0;;4;
5;Z12.92.0;T;Detail der Subkategorie 12.92;non;;0;;5;
6;Z12.92.00;T;Injektion in die vordere Augenkammer, n.n.bez.;oui;;0;;6;Lateral
6;Z12.92.09;T;Injektion in die vordere Augenkammer, sonstige;oui;;0;;6;Lateral
6;Z12.92.12;T;Injektion in die vordere Augenkammer, flüssiges Medikament;oui;;0;;6;Lateral
6;Z12.92.19;T;Injektion in die vordere Augenkammer, sonstige Flüssigkeit;oui;;0;;6;Lateral
6;Z12.92.21;T;Injektion in die vordere Augenkammer, Luft;oui;;0;;6;Lateral
6;Z12.92.29;T;Injektion in die vordere Augenkammer, sonstiges Gas;oui;;0;;6;Lateral
4;Z12.93;T;Exzision oder Destruktion einer Epitheleinwucherung in die vordere Augenkammer;oui;;0;;4;Lateral
4;Z12.93;S;Destruktionsverfahren (00.99.A-);non;;0;;4;
4;Z12.93;X;Destruktion oder Exzision mit Iridektomie (12.41 - 12.42);non;;0;;4;
4;Z12.97;T;Sonstige Operationen an der Iris;oui;;0;;4;Lateral
4;Z12.98;T;Sonstige Operationen am Corpus ciliare;non;;0;;4;
5;Z12.98.0;T;Detail der Subkategorie 12.98;non;;0;;5;
6;Z12.98.00;T;Sonstige Operationen am Corpus ciliare, n.n.bez.;oui;;0;;6;Lateral
6;Z12.98.10;T;Fixation des Ziliarkörpers;oui;;0;;6;Lateral
6;Z12.98.99;T;Sonstige Operationen am Corpus ciliare, sonstige;oui;;0;;6;Lateral
4;Z12.99;T;Sonstige Operationen an der vorderen Augenkammer;non;;0;;4;
5;Z12.99.0;T;Detail der Subkategorie 12.99;non;;0;;5;
6;Z12.99.00;T;Sonstige Operationen an der vorderen Augenkammer, n.n.bez.;oui;;0;;6;Lateral
6;Z12.99.10;T;Entfernung einer Naht an der vorderen Augenkammer;oui;;0;;6;Lateral
6;Z12.99.99;T;Sonstige Operationen an der vorderen Augenkammer, sonstige;oui;;0;;6;Lateral
2;Z13;T;Operationen an der Linse;non;;0;;2;
3;Z13.0;T;Entfernen eines Fremdkörpers aus der Linse;non;;0;;3;
3;Z13.0;X;Entfernen eines Pseudophakos (13.8);non;;0;;3;
4;Z13.00;T;Entfernen eines Fremdkörpers aus der Linse, n.n.bez.;oui;;0;;4;Lateral
4;Z13.01;T;Entfernen eines Fremdkörpers aus der Linse mittels Magnet;oui;;0;;4;Lateral
4;Z13.02;T;Entfernen eines Fremdkörpers aus der Linse ohne Magnet;oui;;0;;4;Lateral
3;Z13.1;T;Intrakapsuläre Extraktion der Linse;non;;0;;3;
3;Z13.1;S;Jedes gleichzeitige Einsetzen eines Pseudophakos (13.71);non;;0;;3;
4;Z13.11;T;Intrakapsuläre Extraktion der Linse durch inferioren temporalen Zugang;oui;;0;;4;Lateral
4;Z13.19;T;Intrakapsuläre Extraktion der Linse, sonstige;oui;;0;;4;Lateral
4;Z13.19;B;Erysiphakextraktion eines Katarakts;non;;0;;4;
4;Z13.19;B;Extraktion der Linse, n.n.bez.;non;;0;;4;
4;Z13.19;B;Kataraktextraktion, n.n.bez.;non;;0;;4;
4;Z13.19;B;Kryoextraktion der Linse;non;;0;;4;
4;Z13.19;B;Sonstige Extraktion der Linse;non;;0;;4;
3;Z13.2;T;Extrakapsuläre Extraktion der Linse durch lineares Extraktionsverfahren;oui;;0;;3;Lateral
3;Z13.2;S;Jede gleichzeitige Implantation einer Intraokularlinse (Pseudophakos) (13.71);non;;0;;3;
3;Z13.3;T;Extrakapsuläre Extraktion der Linse durch einfaches Aspirations- (und Irrigations-) Verfahren;oui;;0;;3;Lateral
3;Z13.3;B;Irrigation eines traumatischen Katarakts;non;;0;;3;
3;Z13.3;S;Jede gleichzeitige Implantation einer Intraokularlinse (Pseudophakos) (13.71);non;;0;;3;
3;Z13.4;T;Extrakapsuläre Extraktion der Linse durch Fragmentations- und Aspirationsverfahren;non;;0;;3;
3;Z13.4;S;Jede gleichzeitige Implantation einer Intraokularlinse (Pseudophakos) (13.71);non;;0;;3;
4;Z13.41;T;Phakoemulsifikation und Aspiration eines Katarakts;oui;;0;;4;Lateral
4;Z13.42;T;Mechanische Phakofragmentation und Aspiration eines Katarakts durch posterioren Zugang;oui;;0;;4;Lateral
4;Z13.42;S;Jede gleichzeitige Vitrektomie (14.74);non;;0;;4;
4;Z13.43;T;Mechanische Phakofragmentation und andere Aspiration eines Katarakts;oui;;0;;4;Lateral
3;Z13.5;T;Sonstige extrakapsuläre Extraktion der Linse;non;;0;;3;
3;Z13.5;S;Jede gleichzeitige Implantation einer Intraokularlinse (Pseudophakos) (13.71);non;;0;;3;
4;Z13.51;T;Extrakapsuläre Extraktion der Linse durch inferioren temporalen Zugang;oui;;0;;4;Lateral
4;Z13.59;T;Sonstige extrakapsuläre Extraktion der Linse, sonstige;oui;;0;;4;Lateral
3;Z13.6;T;Sonstige Kataraktextraktion;non;;0;;3;
3;Z13.6;S;Jede gleichzeitige Implantation einer Intraokularlinse (Pseudophakos) (13.71);non;;0;;3;
4;Z13.64;T;Diszision einer Sekundärmembran (nach Katarakt);oui;;0;;4;Lateral
4;Z13.65;T;Exzision einer Sekundärmembran (nach Katarakt);oui;;0;;4;Lateral
4;Z13.65;B;Kapsulektomie;non;;0;;4;
4;Z13.66;T;Mechanische Fragmentation einer Sekundärmembran (nach Katarakt);oui;;0;;4;Lateral
4;Z13.69;T;Sonstige Kataraktextraktion, sonstige;oui;;0;;4;Lateral
3;Z13.7;T;Implantation einer Intraokularlinse (Pseudophakos);non;;0;;3;
3;Z13.7;X;Implantation von intraokulärer teleskopischer Prothese (13.91);non;;0;;3;
4;Z13.70;T;Implantation einer Intraokularlinse, n.n.bez.;oui;;0;;4;Lateral
4;Z13.71;T;Implantation einer Intraokularlinse anlässlich einer Kataraktextraktion, einzeitig;oui;;0;;4;Lateral
4;Z13.71;S;Gleichzeitige Kataraktextraktion (13.11-13.69);non;;0;;4;
4;Z13.72;T;Sekundäre Implantation einer Intraokularlinse;oui;;0;;4;Lateral
4;Z13.73;T;Implantation einer iristragenden Intraokularlinse;oui;;0;;4;Lateral
4;Z13.79;T;Implantation einer Intraokularlinse, sonstige;oui;;0;;4;Lateral
3;Z13.8;T;Entfernen einer Intraokularlinse;oui;;0;;3;Lateral
3;Z13.8;B;Entfernen eines Pseudophakos;non;;0;;3;
3;Z13.9;T;Sonstige Operationen an der Linse;non;;0;;3;
4;Z13.90;T;Operation an der Linse, n.a.klass.;oui;;0;;4;Lateral
4;Z13.91;T;Implantation von intraokulärer teleskopischer Prothese;oui;;0;;4;Lateral
4;Z13.91;B;Implantierbares Miniaturteleskop;non;;0;;4;
4;Z13.91;I;Entfernen der Linse, jede Methode;non;;0;;4;
4;Z13.91;X;Sekundäres Einsetzen eines Augenimplantats (16.61);non;;0;;4;
4;Z13.92;T;Kapsulotomie an der Linse;oui;;0;;4;Lateral
4;Z13.93;T;Verschluss eines Defekts an der Linse mit Gewebekleber;oui;;0;;4;Lateral
4;Z13.99;T;Sonstige Operationen an der Linse, sonstige;oui;;0;;4;Lateral
2;Z14;T;Operationen an Retina, Chorioidea, Glaskörper und hinterer Augenkammer;non;;0;;2;
3;Z14.0;T;Entfernen eines Fremdkörpers aus der hinteren Augenkammer;non;;0;;3;
3;Z14.0;X;Entfernen von chirurgisch implantiertem Material aus der hinteren Augenkammer (14.6);non;;0;;3;
4;Z14.00;T;Entfernen eines Fremdkörpers aus der hinteren Augenkammer, n.n.bez.;oui;;0;;4;Lateral
4;Z14.01;T;Entfernen eines Fremdkörpers aus der hinteren Augenkammer mittels Magnet;oui;;0;;4;Lateral
4;Z14.02;T;Entfernen eines Fremdkörpers aus der hinteren Augenkammer ohne Magnet;oui;;0;;4;Lateral
3;Z14.1;T;Diagnostische Massnahmen an Retina, Chorioidea, Glaskörper und hinterer Augenkammer;non;;0;;3;
4;Z14.11;T;Diagnostische Aspiration am Glaskörper;oui;;0;;4;Lateral
4;Z14.19;T;Diagnostische Massnahmen an Retina, Chorioidea, Glaskörper und hinterer Augenkammer, sonstige;oui;;0;;4;Lateral
3;Z14.2;T;Destruktion von Läsion oder Gewebe an Retina und Chorioidea;oui;;0;;3;Lateral
3;Z14.2;I;Destruktion einer Chorioretinopathie oder einer isolierten chorioretinalen Läsion;non;;0;;3;
3;Z14.2;S;Destruktionsverfahren (00.99.A-);non;;0;;3;
3;Z14.2;X;Behebung einer Amotio retinae (14.41-14.59);non;;0;;3;
3;Z14.2;X;Kontakttherapie in der Orbita (92.55.54);non;;0;;3;
3;Z14.2;X;Kontakttherapie, auf der Körperoberfläche, mit radioaktiver Moulage (92.55.53);non;;0;;3;
3;Z14.2;X;Stereotaktische Beschleunigertherapie am Auge - Stereotaktische Beschleunigertherapie, zerebral (92.53.1-);non;;0;;3;
3;Z14.2;X;Stereotaktische Strahlentherapie, spezifische Verfahren - Stereotaktische Röntgentherapie, Auge (92.53.31);non;;0;;3;
3;Z14.2;X;Versorgung eines Retinarisses (14.31-14.39);non;;0;;3;
3;Z14.3;T;Versorgung eines Retinarisses;non;;0;;3;
3;Z14.3;I;Behebung eines Retinadefekts;non;;0;;3;
3;Z14.3;X;Behebung einer Amotio retinae (14.41-14.59);non;;0;;3;
4;Z14.31;T;Versorgung eines Retinarisses durch Diathermie;oui;;0;;4;Lateral
4;Z14.32;T;Versorgung eines Retinarisses durch Kryotherapie;oui;;0;;4;Lateral
4;Z14.33;T;Versorgung eines Retinarisses durch Xenon-Bogen-Photokoagulation;oui;;0;;4;Lateral
4;Z14.34;T;Versorgung eines Retinarisses durch Laser-Photokoagulation;oui;;0;;4;Lateral
4;Z14.35;T;Versorgung eines Retinarisses durch nicht näher bezeichnete Photokoagulation;oui;;0;;4;Lateral
4;Z14.39;T;Sonstige Versorgung eines Retinarisses;non;;0;;4;
5;Z14.39.0;T;Detail der Subkategorie 14.39;non;;0;;5;
6;Z14.39.00;T;Sonstige Versorgung eines Retinarisses, n.n.bez.;oui;;0;;6;Lateral
6;Z14.39.10;T;Versorgung eines Retinarisses durch schwere Flüssigkeiten;oui;;0;;6;Lateral
6;Z14.39.99;T;Sonstige Versorgung eines Retinarisses, sonstige;oui;;0;;6;Lateral
3;Z14.4;T;Behebung einer Amotio retinae durch Sklera-Cerclage und Plombe;non;;0;;3;
4;Z14.41;T;Sklera-Cerclage mit Plombe;oui;;0;;4;Lateral
4;Z14.49;T;Sonstige Sklera-Cerclage;oui;;0;;4;Lateral
4;Z14.49;B;Sklera-Cerclage mit Lufttamponade;non;;0;;4;
4;Z14.49;B;Sklera-Cerclage mit Skleraresektion;non;;0;;4;
4;Z14.49;B;Sklera-Cerclage mit Vitrektomie;non;;0;;4;
3;Z14.5;T;Sonstige Behebung einer Amotio retinae;non;;0;;3;
3;Z14.5;I;Versorgung einer Amotio retinae mit Drainage;non;;0;;3;
4;Z14.51;T;Behebung einer Amotio retinae durch Diathermie;oui;;0;;4;Lateral
4;Z14.52;T;Behebung einer Amotio retinae durch Kryotherapie;oui;;0;;4;Lateral
4;Z14.53;T;Behebung einer Amotio retinae durch Xenon-Bogen-Photokoagulation;oui;;0;;4;Lateral
4;Z14.54;T;Behebung einer Amotio retinae durch Laser-Photokoagulation;oui;;0;;4;Lateral
4;Z14.55;T;Behebung einer Amotio retinae durch nicht näher bezeichnete Photokoagulation;oui;;0;;4;Lateral
4;Z14.59;T;Sonstige Verfahren zur Behebung einer Amotio retinae;non;;0;;4;
5;Z14.59.0;T;Detail der Subkategorie 14.59;non;;0;;5;
6;Z14.59.00;T;Sonstige Verfahren zur Behebung einer Amotio retinae, n.n.bez.;oui;;0;;6;Lateral
6;Z14.59.10;T;Behebung einer Amotio retinae durch schwere Flüssigkeiten;oui;;0;;6;Lateral
6;Z14.59.11;T;Behebung einer Amotio retinae durch Endotamponade (Gas);oui;;0;;6;Lateral
6;Z14.59.99;T;Sonstige Verfahren zur Behebung einer Amotio retinae, sonstige;oui;;0;;6;Lateral
3;Z14.6;T;Entfernen von chirurgisch implantiertem Material aus der hinteren Augenkammer;non;;0;;3;
4;Z14.6X;T;Entfernen von chirurgisch implantiertem Material aus der hinteren Augenkammer;non;;0;;4;
5;Z14.6X.0;T;Detail der Subkategorie 14.6X;non;;0;;5;
6;Z14.6X.00;T;Entfernen von chirurgisch implantiertem Material aus der hinteren Augenkammer, n.n.bez.;oui;;0;;6;Lateral
6;Z14.6X.10;T;Revision und Wechsel einer Sklera-Cerclage;oui;;0;;6;Lateral
6;Z14.6X.20;T;Entfernung einer Sklera-Cerclage;oui;;0;;6;Lateral
6;Z14.6X.99;T;Entfernen von chirurgisch implantiertem Material aus der hinteren Augenkammer, sonstige;oui;;0;;6;Lateral
3;Z14.7;T;Operationen am Glaskörper;non;;0;;3;
4;Z14.71;T;Entfernen des Glaskörpers durch anterioren Zugang;non;;0;;4;
4;Z14.71;B;Entfernen des Glaskörpers durch anterioren Zugang (mit Ersatz);non;;0;;4;
4;Z14.71;B;Open sky Verfahren;non;;0;;4;
5;Z14.71.0;T;Detail der Subkategorie 14.71;non;;0;;5;
6;Z14.71.00;T;Entfernen des Glaskörpers durch anterioren Zugang, n.n.bez.;oui;;0;;6;Lateral
6;Z14.71.10;T;Vordere Vitrektomie über Pars plana;oui;;0;;6;Lateral
6;Z14.71.19;T;Sonstige Vitrektomie über Pars plana;oui;;0;;6;Lateral
6;Z14.71.99;T;Entfernen des Glaskörpers durch anterioren Zugang, sonstige;oui;;0;;6;Lateral
4;Z14.72;T;Sonstiges Entfernen des Glaskörpers;oui;;0;;4;Lateral
4;Z14.72;B;Aspiration des Glaskörpers durch posteriore Sklerotomie;non;;0;;4;
4;Z14.73;T;Mechanische Vitrektomie durch anterioren Zugang;non;;0;;4;
5;Z14.73.0;T;Detail der Subkategorie 14.73;non;;0;;5;
6;Z14.73.00;T;Mechanische Vitrektomie durch anterioren Zugang, n.n.bez.;oui;;0;;6;Lateral
6;Z14.73.10;T;Mechanische Vitrektomie durch anterioren Zugang, Pars-plana-Vitrektomie;oui;;0;;6;Lateral
6;Z14.73.19;T;Mechanische Vitrektomie durch sonstigen anterioren Zugang;oui;;0;;6;Lateral
6;Z14.73.99;T;Mechanische Vitrektomie durch anterioren Zugang, sonstige;oui;;0;;6;Lateral
4;Z14.74;T;Sonstige mechanische Vitrektomie;oui;;0;;4;Lateral
4;Z14.74;B;Posteriorer Zugang;non;;0;;4;
4;Z14.75;T;Injektion von Glaskörperersatz;oui;;0;;4;Lateral
4;Z14.75;X;Kode weglassen - Injektion von Glaskörperersatz assoziiert mit Entfernen des Glaskörpers (14.71-14.74);non;;0;;4;
4;Z14.76;T;Intravitreale Injektion;oui;;0;;4;Lateral
4;Z14.79;T;Operationen am Glaskörper, sonstige;oui;;0;;4;Lateral
3;Z14.9;T;Sonstige Operationen an Retina, Chorioidea und hinterer Augenkammer;non;;0;;3;
4;Z14.9X;T;Sonstige Operationen an Retina, Chorioidea und hinterer Augenkammer;non;;0;;4;
5;Z14.9X.0;T;Detail der Subkategorie 14.9X;non;;0;;5;
6;Z14.9X.00;T;Sonstige Operationen an Retina, Chorioidea und hinterer Augenkammer, n.n.bez.;oui;;0;;6;Lateral
